Load,Method,Metric,Type,Value,Source
Light,LBR,delay,III,25.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.3,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.2,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,35.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,40.266667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,35.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,45.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.2,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,40.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.233333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.266667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,35.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,35.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,35.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,40.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.233333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.266667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.3,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.2,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,35.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.2,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,35.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.2,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,40.2,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.233333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,40.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,40.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,35.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,35.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.266667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.233333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.233333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.266667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.2,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.066667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,20.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,30.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.033333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,5.0,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,15.166667,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,10.1,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
Light,LBR,delay,III,25.133333,./gat-mappo/log/Abi_WP_5000_lightload/delay_type2.log
