Load,Method,Metric,Type,Value,Source
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.8,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,35.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.6,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,6.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,21.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,30.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,145.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,349.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,6.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,30.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,24.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,30.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,35.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.8,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.6,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.6,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.6,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,20.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,25.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.2,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.6,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,15.4,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,10.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,5.0,./gat-mappo/log/mappo_initialization/delay_type0.log
Light,MAPPO-OR,delay,I,30.0,./gat-mappo/log/mappo_initialization/delay_type0.log
